"Course","Term","Section","Label","Href","Status","Url","Asset","Local"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Segundo Parcial 2016-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/12nov2016A.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_SecondMidterm_12nov2016A.pdf","","public_html\pdfs\EcoIV\PastExams\SecondMidterm\12nov2016A.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Segundo Parcial 2017-1","https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/22abr2017.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_SecondMidterm_22abr2017.pdf","","public_html\pdfs\EcoIV\PastExams\SecondMidterm\22abr2017.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Segundo Parcial 2017-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/11nov2017.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_SecondMidterm_11nov2017.pdf","","public_html\pdfs\EcoIV\PastExams\SecondMidterm\11nov2017.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Segundo Parcial 2018-1","https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/21abr2018.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_SecondMidterm_21abr2018.pdf","","public_html\pdfs\EcoIV\PastExams\SecondMidterm\21abr2018.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Segundo Parcial 2018-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/10nov2018.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_SecondMidterm_10nov2018.pdf","","public_html\pdfs\EcoIV\PastExams\SecondMidterm\10nov2018.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Segundo Parcial 2019-1","https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/27abr2019.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_SecondMidterm_27abr2019.pdf","","public_html\pdfs\EcoIV\PastExams\SecondMidterm\27abr2019.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Segundo Parcial 2019-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/9nov2019.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_SecondMidterm_9nov2019.pdf","","public_html\pdfs\EcoIV\PastExams\SecondMidterm\9nov2019.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Segundo Parcial 2020-1","https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/18abr2020.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_SecondMidterm_18abr2020.pdf","","public_html\pdfs\EcoIV\PastExams\SecondMidterm\18abr2020.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Segundo Parcial 2020-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/Nov2020.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_SecondMidterm_Nov2020.pdf","","public_html\pdfs\EcoIV\PastExams\SecondMidterm\Nov2020.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Final 2016-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/5dic2016A.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_FinalExams_5dic2016A.pdf","","public_html\pdfs\EcoIV\PastExams\FinalExams\5dic2016A.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Final 2017-1","https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/29mayo2017.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_FinalExams_29mayo2017.pdf","","public_html\pdfs\EcoIV\PastExams\FinalExams\29mayo2017.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Final 2017-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/18dic2017.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_FinalExams_18dic2017.pdf","","public_html\pdfs\EcoIV\PastExams\FinalExams\18dic2017.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Final 2018-1","https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/21may2018.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_FinalExams_21may2018.pdf","","public_html\pdfs\EcoIV\PastExams\FinalExams\21may2018.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Final 2018-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/10dic2018.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_FinalExams_10dic2018.pdf","","public_html\pdfs\EcoIV\PastExams\FinalExams\10dic2018.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Final 2019-1","https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/27mayo2019.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_FinalExams_27mayo2019.pdf","","public_html\pdfs\EcoIV\PastExams\FinalExams\27mayo2019.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Final 2019-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/16dic2019.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_FinalExams_16dic2019.pdf","","public_html\pdfs\EcoIV\PastExams\FinalExams\16dic2019.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Final 2020-1","https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/Mayo2020.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_FinalExams_Mayo2020.pdf","","public_html\pdfs\EcoIV\PastExams\FinalExams\Mayo2020.pdf"
"EcoIV","2021-1","Exámenes viejos de Eco-IV","Final 2020-2","https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/Dic2020.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_PastExams_FinalExams_Dic2020.pdf","","public_html\pdfs\EcoIV\PastExams\FinalExams\Dic2020.pdf"
"EcoIV","2022-1","Syllabus","Syllabus","https://mauricio-romero.com/pdfs/EcoIV/20221/Temario.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Temario.pdf","","public_html\pdfs\EcoIV\20221\Temario.pdf"
"EcoIV","2022-1","Equilibrio General","Lecture 1","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture1.pdf","","public_html\pdfs\EcoIV\20221\Lecture1.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture1_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture1_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture1_1.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture1_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture1_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture1_2.pdf"
"EcoIV","2022-1","Equilibrio General","Lecture 2","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture2.pdf","","public_html\pdfs\EcoIV\20221\Lecture2.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture2_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture2_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture2_1.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture2_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture2_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture2_2.pdf"
"EcoIV","2022-1","Equilibrio General","Lecture 3","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture3.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture3.pdf","","public_html\pdfs\EcoIV\20221\Lecture3.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture3_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture3_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture3_1.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture3_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture3_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture3_2.pdf"
"EcoIV","2022-1","Equilibrio General","Lecture 4","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture4.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20211_Lecture4.pdf","","public_html\pdfs\EcoIV\20221\Lecture4.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture4_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture4_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture4_1.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture4_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture4_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture4_2.pdf"
"EcoIV","2022-1","Equilibrio General","Lecture 5","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture5.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20211_Lecture5.pdf","","public_html\pdfs\EcoIV\20221\Lecture5.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture5_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture5_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture5_1.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture5_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture5_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture5_2.pdf"
"EcoIV","2022-1","Equilibrio General","Lecture 6","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture6.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20211_Lecture6.pdf","","public_html\pdfs\EcoIV\20221\Lecture6.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture6_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture6_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture6_1.pdf"
"EcoIV","2022-1","Equilibrio General","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture6_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture6_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture6_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 7","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture7.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture7.pdf","","public_html\pdfs\EcoIV\20221\Lecture7.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture7_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture7_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture7_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture7_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture7_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture7_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 8/9","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture8-9.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20211_Lecture8-9.pdf","","public_html\pdfs\EcoIV\20221\Lecture8-9.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture8-9_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture8-9_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture8-9_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture8-9_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture8-9_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture8-9_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 10","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture10.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture10.pdf","","public_html\pdfs\EcoIV\20221\Lecture10.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture10_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture10_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture10_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture10_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture10_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture10_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 11","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture11.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture11.pdf","","public_html\pdfs\EcoIV\20221\Lecture11.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture11_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture11_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture11_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture11_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture11_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture11_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 12","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture12.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture12.pdf","","public_html\pdfs\EcoIV\20221\Lecture12.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture12_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture12_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture12_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture12_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture12_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture12_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 13","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture13.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture13.pdf","","public_html\pdfs\EcoIV\20221\Lecture13.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture13_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture13_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture13_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture13_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture13_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture13_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 14","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture14.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture14.pdf","","public_html\pdfs\EcoIV\20221\Lecture14.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture14_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture14_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture14_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture14_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture14_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture14_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 15","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture15.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture15.pdf","","public_html\pdfs\EcoIV\20221\Lecture15.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture15_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture15_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture15_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture15_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture15_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture15_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 16","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture16.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture16.pdf","","public_html\pdfs\EcoIV\20221\Lecture16.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture16_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture16_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture16_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture16_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture16_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture16_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 17","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture17.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture17.pdf","","public_html\pdfs\EcoIV\20221\Lecture17.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture17_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture17_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture17_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture17_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture17_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture17_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 18","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture18.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture18.pdf","","public_html\pdfs\EcoIV\20221\Lecture18.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapo","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture17_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture17_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture17_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","sitivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture18_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture18_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture18_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture18_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture18_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture18_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 19","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture19_short.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture19_short.pdf","","public_html\pdfs\EcoIV\20221\Lecture19_short.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapo","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture19_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture19_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture19_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","s","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture18_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture18_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture18_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","itivas con notas (2:30 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture17_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture17_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture17_1.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapositivas con notas (4:00 PM)","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture19_2.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture19_2.pdf","","public_html\pdfs\EcoIV\20221\Lecture19_2.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Lecture 20","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture20.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20201_Lecture20.pdf","","public_html\pdfs\EcoIV\20221\Lecture20.pdf"
"EcoIV","2022-1","Monopolio y discriminación de precios","Diapo","https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture19_1.pdf","PDF_OK","https://github.com/mauricioromero86/mauricioromero86.github.io/releases/download/teaching-archive/EcoIV_20221_Lecture19_1.pdf","","public_html\pdfs\EcoIV\20221\Lecture19_1.pdf"
