course	term	section	label	href
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture2_1.pdf
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture2_2.pdf
EcoIV	2021-1	Equilibrio General	Lecture 3	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture3.pdf
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture3_1.pdf
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture3_2.pdf
EcoIV	2021-1	Equilibrio General	Lecture 4	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture4.pdf
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture4_1.pdf
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture4_2.pdf
EcoIV	2021-1	Equilibrio General	Lecture 5	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture5.pdf
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture5_1.pdf
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture5_2.pdf
EcoIV	2021-1	Equilibrio General	Lecture 6	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture6.pdf
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture6_1.pdf
EcoIV	2021-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture6_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 7	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture7.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture7_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture7_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 8/9	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture8-9.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture8_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture8_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 10	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture10.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture10_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture10_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 11	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture11.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture11_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture11_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 12	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture12.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture12_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture12_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 13	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture13.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture13_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture13_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 14	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture14.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture14_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture14_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 15	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture15.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture15_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture15_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 16	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture16.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture16_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture16_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 17	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture17.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture17_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture17_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 18	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture18.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture18_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture18_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 19	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture19.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture19_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture19_2.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Lecture 20	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture20.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture20_1.pdf
EcoIV	2021-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20211/Lecture20_2.pdf
EcoIV	2021-1	Notas de Clase	Notas de clase de Álvaro Riascos y Andrés Carvajal (Equilibrio general)	https://mauricio-romero.com/pdfs/MicroIII201619/notas_micro.pdf
EcoIV	2021-1	Notas de Clase	Notas de clase de Marcela Eslava (Teoría de Juegos)	https://economia.uniandes.edu.co/files/profesores/marcela_eslava/tj2016II/Notas_Juegos_revisada.pdf
EcoIV	2021-1	Notas de Clase	Resumen del curso	https://mauricio-romero.com/pdfs/EcoIV/Resumen_ParcialFinal.pdf
EcoIV	2021-1	Notas de Clase	Notas de clase de Teoría de Juegos	https://mauricio-romero.com/pdfs/EcoIV/Notas.pdf
EcoIV	2021-1	Notas de Clase	Taller de equilibrio general	https://mauricio-romero.com/pdfs/EcoIV/Taller_EqGeneral.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_1A_1.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_1A_2.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_1B_1.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_1B_2.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_1C_1.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_1C_2.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_1D_1.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_1D_2.pdf
EcoIV	2021-1	Clases de repaso	Notas	https://mauricio-romero.com/pdfs/EcoIV/20211/SolucionParcialFeb2020_1.pdf
EcoIV	2021-1	Clases de repaso	Notas	https://mauricio-romero.com/pdfs/EcoIV/20211/SolucionParcialFeb2020_2.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_2A_1.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_2A_2.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_2B_1.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_2B_2.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_2C_1.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoParcial_2C_2.pdf
EcoIV	2021-1	Clases de repaso	Solución Parcial 2 (Abril de 2021)	https://mauricio-romero.com/pdfs/EcoIV/20211/SolucionParcial2.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoFinalA_1.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoFinalA_2.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoFinalB_1.pdf
EcoIV	2021-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20211/RepasoFinalB_2.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Primer Parcial 2016-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/1oct2016A.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Primer Parcial 2017-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/4mar2017.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Primer Parcial 2017-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/30sept2017.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Primer Parcial 2018-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/3mar2018.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Primer Parcial 2018-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/29sep2018.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Primer Parcial 2019-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/2mar2019.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Primer Parcial 2019-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/28sept2019.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Primer Parcial 2020-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/7mar2020.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Primer Parcial 2020-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/Sep2020.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Segundo Parcial 2016-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/12nov2016A.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Segundo Parcial 2017-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/22abr2017.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Segundo Parcial 2017-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/11nov2017.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Segundo Parcial 2018-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/21abr2018.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Segundo Parcial 2018-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/10nov2018.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Segundo Parcial 2019-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/27abr2019.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Segundo Parcial 2019-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/9nov2019.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Segundo Parcial 2020-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/18abr2020.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Segundo Parcial 2020-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/Nov2020.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Final 2016-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/5dic2016A.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Final 2017-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/29mayo2017.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Final 2017-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/18dic2017.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Final 2018-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/21may2018.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Final 2018-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/10dic2018.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Final 2019-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/27mayo2019.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Final 2019-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/16dic2019.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Final 2020-1	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/Mayo2020.pdf
EcoIV	2021-1	Exámenes viejos de Eco-IV	Final 2020-2	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/Dic2020.pdf
EcoIV	2022-1	Syllabus	Syllabus	https://mauricio-romero.com/pdfs/EcoIV/20221/Temario.pdf
EcoIV	2022-1	Equilibrio General	Lecture 1	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture1.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture1_1.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture1_2.pdf
EcoIV	2022-1	Equilibrio General	Lecture 2	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture2.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture2_1.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture2_2.pdf
EcoIV	2022-1	Equilibrio General	Lecture 3	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture3.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture3_1.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture3_2.pdf
EcoIV	2022-1	Equilibrio General	Lecture 4	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture4.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture4_1.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture4_2.pdf
EcoIV	2022-1	Equilibrio General	Lecture 5	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture5.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture5_1.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture5_2.pdf
EcoIV	2022-1	Equilibrio General	Lecture 6	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture6.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture6_1.pdf
EcoIV	2022-1	Equilibrio General	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture6_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 7	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture7.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture7_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture7_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 8/9	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture8-9.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture8-9_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture8-9_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 10	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture10.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture10_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture10_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 11	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture11.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture11_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture11_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 12	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture12.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture12_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture12_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 13	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture13.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture13_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture13_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 14	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture14.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture14_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture14_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 15	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture15.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture15_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture15_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 16	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture16.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture16_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture16_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 17	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture17.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture17_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture17_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 18	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture18.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture18_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture18_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 19	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture19_short.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture19_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture19_2.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Lecture 20	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture20.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (2:30 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture20_1.pdf
EcoIV	2022-1	Monopolio y discriminación de precios	Diapositivas con notas (4:00 PM)	https://mauricio-romero.com/pdfs/EcoIV/20221/Lecture20_2.pdf
EcoIV	2022-1	Notas de Clase	Notas de clase de Álvaro Riascos y Andrés Carvajal (Equilibrio general)	https://mauricio-romero.com/pdfs/MicroIII201619/notas_micro.pdf
EcoIV	2022-1	Notas de Clase	Notas de clase de Marcela Eslava (Teoría de Juegos)	https://economia.uniandes.edu.co/files/profesores/marcela_eslava/tj2016II/Notas_Juegos_revisada.pdf
EcoIV	2022-1	Notas de Clase	Resumen del curso	https://mauricio-romero.com/pdfs/EcoIV/Resumen_ParcialFinal.pdf
EcoIV	2022-1	Notas de Clase	Notas de clase de Teoría de Juegos	https://mauricio-romero.com/pdfs/EcoIV/Notas.pdf
EcoIV	2022-1	Notas de Clase	Taller de equilibrio general	https://mauricio-romero.com/pdfs/EcoIV/Taller_EqGeneral.pdf
EcoIV	2022-1	Clases de repaso	Primer Parcial 2021-Otoño	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/Sep2021.pdf
EcoIV	2022-1	Clases de repaso	Solución	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FirstMidterm/Solucion_Sep2021.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_1A_1.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_1A_2.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_1B_1.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_1B_2.pdf
EcoIV	2022-1	Clases de repaso	Solución	https://mauricio-romero.com/pdfs/EcoIV/PastExams/SecondMidterm/Solucion_Nov2021_2.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_2A_1.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_2A_2.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_2B_1.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_2B_2.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_2C_1.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_2C_2.pdf
EcoIV	2022-1	Clases de repaso	Diapositivas con notas	https://mauricio-romero.com/pdfs/EcoIV/20221/RepasoParcial_1B_2.pdf
EcoIV	2022-1	Clases de repaso	Solución	https://mauricio-romero.com/pdfs/EcoIV/PastExams/FinalExams/SolucionDic2021.pdf
